poem,all,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
"yet in the virgin writing felt the air <br>one object only might in one great praise <br>pity , as a form , he would have scarred <br>like silken looks fast sleeping by wood 's hillside",0.05169579857533446,-0.5056205021698861,0.426212203692886,0.009326281809444328,0.14478497417531558,-0.05625357769400967,-0.48014353445830127,-0.8876037040718352,-0.35340754940823266,-0.30406895927042393,-0.08262538658405787
"without this very little southern blot, <br>that only causes cell biology, <br>not even other humans gonna rot ! <br>we never know about my human body. <br><br>is there too many people facing grains ! <br>i wanna see another penicillin ! <br>a broken body under acid stains ! <br>and banging on an empty cell division.",0.20022443159184214,0.5994135462836032,-0.06841054565207864,0.07128630130953824,0.04581071717442845,0.02752359287490259,0.14851239329588425,-0.20900303823529037,-0.19659932197922603,0.4655367547765881,0.2666304508673422
"when the sun 's low ray in the sky . <br>and my house is waiting for the sky , <br>i shall have a song , and then <br>with a tongue , a little while ,",0.2634543510537188,0.19154705143304263,0.3610698453639405,0.44131782837600425,0.1425468339001797,0.3972435850405833,-0.14705298801326222,-0.2456833757664502,0.10608180391498462,0.9999214321465774,-0.21666190695595128
the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wand'rer as he rides along <br>the meanest serf on sir launfal,-0.22315767969411204,-0.2570262808830794,0.2944350257480879,0.09609928358625831,-0.29505917398047365,-0.5484909032666807,-0.8372945566413882,-0.6536824576900199,-0.5921370106270339,0.24270892356748192,-0.6072316319944014
"bear witness , once my comrades , what a hard-bit gang were we —<br>the servants of the sweep-head , but the masters of the sea !<br>by the hands that drove her forward as she plunged and yawed and<br>sheered ,<br>woman , man , or god , or devil , was there anything we feared ?",-0.17124406319520635,-0.2197147242093713,-0.41582739938618885,0.1616904371436727,-0.49454317292793565,-0.32934735253065506,-0.1423535946681403,-0.490346596137919,0.16316053709161044,0.9976004716117172,-0.10650646047861674
"the day of the world shall come , and the world is free ! <br>i am not longer , my love , <br>and the simple power of all the rest . ” <br>the spirit of the silver",0.11575062418374113,0.2850655639494528,-0.022084589467038174,0.3144887256791787,-0.2104994063577887,-0.10568182771571716,0.5831981558275351,-0.323063604993166,-0.054587154556313126,0.41936954185946207,0.4738114677850192
"because) he always answered better, more,<br>perhaps, because he always answered( track,<br>before and after, progress, any score,<br>before, before the picture, any, all,<br>before the pictures ever happened) he,<br>because the picture always happens small,<br>because the picture always happened free,<br>because he only answered free because,<br>because, because. because because he draws.",-0.07053286045443415,-0.30409353648336235,0.15760987917848418,-0.07198487392819508,0.15980180110769857,0.05687572434967263,-0.26429142815001316,-0.5986270698451578,0.2729996296899921,-0.1289089888987149,-0.054266326067486645
"about an unemployment compensation. <br>is wrong but then some kids have fluent speakers, <br>their latest music on discrimination ! <br>they really wanna try to battle preachers. <br><br>we know another very lesson plan ! <br>as when the only little alto clef, <br>would ever mention me and horace mann ! <br>or see a million women getting deaf.",-0.12553899884149222,0.1148536195563275,0.4601294042095505,0.3933902369766174,-0.03267103560711404,-0.13846862857487163,0.20387730637080959,-0.3541122699818703,-0.15459336992286105,-0.28871935954918854,-0.10276242850970867
"and when the child grew strive ,<br>and all the anguish become man .<br>we use his master<br>to earth and older , has they sink the horns .<br>the river comes , now still far , still comes clear ,<br>hear the clear feels",0.49784847315241665,0.45185594773643506,0.1979946608382135,0.9743689834367255,0.5137110458257481,-0.028030147511451723,0.2684273506919294,-0.8452654650117589,0.24111032739831711,0.10894267545082716,-0.053104733988483144
"it is because the ships beside the shore<br>spread their dark sails to the sea-blowing breeze ;<br>the tide is high , and soon will set toward the distant islands ,<br>and there is a gleam of swords and armour ,<br>for the soldiers go to war beyond the seas .",0.2146577908102664,-0.3545249921722152,0.08058513481226151,0.11622146073375711,-0.45145368611227155,0.298125705241454,0.502626656300729,0.12364532864938273,-0.027607483484123455,0.5033246183529339,-0.4811535812232466
