poem,all,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
"yet in the virgin writing felt the air <br>one object only might in one great praise <br>pity , as a form , he would have scarred <br>like silken looks fast sleeping by wood 's hillside",-1.2510787877151412,-1.2510787877151412,0.9791688683896738,-1.500419559656412,-0.9527701758949118,0.4186336126755611,-1.99451401392025,-0.5278788808062617,-1.3039590366981313,-0.020588996341144486,0.31745726288576265
"without this very little southern blot, <br>that only causes cell biology, <br>not even other humans gonna rot ! <br>we never know about my human body. <br><br>is there too many people facing grains ! <br>i wanna see another penicillin ! <br>a broken body under acid stains ! <br>and banging on an empty cell division.",0.7853942902317778,0.7853942902317778,0.4571823665475732,-0.7705321299314244,-1.2047847807158312,0.08958238792146536,0.5240819900719008,0.08563021316705362,-0.6544784622074056,2.4642916135299124,1.0404336360537878
"when the sun 's low ray in the sky . <br>and my house is waiting for the sky , <br>i shall have a song , and then <br>with a tongue , a little while ,",1.1267498643865554,1.1267498643865554,2.6921212012448885,-0.9855912472956613,-0.3441051786204022,1.7999933033895203,0.14605749938533258,0.2683477818310769,0.9099747609053311,1.72888236766998,0.6050192135591694
the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wand'rer as he rides along <br>the meanest serf on sir launfal,-0.6445223602012697,-0.6445223602012697,2.0751008024655073,-1.6532365132387528,-0.6758933392323961,0.1557021661528689,-0.5796399897870195,-0.38598519524561054,-1.42744875153137,1.097149038216121,0.10294701834100485
"bear witness , once my comrades , what a hard-bit gang were we —<br>the servants of the sweep-head , but the masters of the sea !<br>by the hands that drove her forward as she plunged and yawed and<br>sheered ,<br>woman , man , or god , or devil , was there anything we feared ?",-1.4829172016579244,-1.4829172016579244,-0.27155222690490516,-1.654285254817183,-2.7151684009218706,0.7750894959916593,-0.3415232419018213,0.20473665106085123,-0.1884525932682912,2.957032045585123,0.0789045034122684
"the day of the world shall come , and the world is free ! <br>i am not longer , my love , <br>and the simple power of all the rest . ” <br>the spirit of the silver",-0.8146869976923344,-0.8146869976923344,0.4588126757745648,-1.2821386774989425,-2.2272964740400045,1.5275504499331698,0.9418828105550646,-0.1334543461220922,-0.11480655755472799,1.0962511697049222,0.8382986692127217
"because) he always answered better, more,<br>perhaps, because he always answered( track,<br>before and after, progress, any score,<br>before, before the picture, any, all,<br>before the pictures ever happened) he,<br>because the picture always happens small,<br>because the picture always happened free,<br>because he only answered free because,<br>because, because. because because he draws.",-1.6017094036982258,-1.6017094036982258,1.4333471966024554,-0.34906243661923964,-1.4366422994151937,1.2609107977226766,0.6218381729155384,0.23505221010158578,0.6880672449710302,-1.1564953371808766,1.5558376075511469
"about an unemployment compensation. <br>is wrong but then some kids have fluent speakers, <br>their latest music on discrimination ! <br>they really wanna try to battle preachers. <br><br>we know another very lesson plan ! <br>as when the only little alto clef, <br>would ever mention me and horace mann ! <br>or see a million women getting deaf.",-1.6085039570197306,-1.6085039570197306,2.3310712432256984,0.04367405621419379,-2.0012460354181965,0.22585997550964404,0.9077087577078731,0.09972138058466196,-0.2425884041480931,-1.745352953946077,1.6669256714448373
"and when the child grew strive ,<br>and all the anguish become man .<br>we use his master<br>to earth and older , has they sink the horns .<br>the river comes , now still far , still comes clear ,<br>hear the clear feels",-0.49140759701706216,-0.49140759701706216,2.250590224139397,0.08495254632128611,-0.2902905656262851,1.1915009021197345,1.365621441680204,-2.14605205387497,0.21685963259840946,0.3503987232204893,0.003166814394936879
"it is because the ships beside the shore<br>spread their dark sails to the sea-blowing breeze ;<br>the tide is high , and soon will set toward the distant islands ,<br>and there is a gleam of swords and armour ,<br>for the soldiers go to war beyond the seas .",-2.431211338759013,-2.431211338759013,3.592575464862407,-0.8199438969017347,-3.9168857647281734,1.4137763561037457,2.9629688574682245,3.4903469426081224,0.6957792664387535,1.6686484496871499,3.225678932021632
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest proportions to",-1.849309476096431,-1.849309476096431,1.1464716895043694,-1.3666525606805389,-3.476692631159558,0.0469303426260936,0.6965912156228069,-1.041802328212937,-0.00932710223260858,1.105137585888519,-0.23661321774796712
"o night , hide me in your long cold arms :<br>let me sleep , but let me not live this life !<br>there are too many people with haggard eyes standing<br>before me<br>saying , “ to live you must suffer even as we . ”",0.09056424859587081,0.09056424859587081,0.4263632847353601,-0.7925531184608805,-0.2910123553577261,3.173617941379693,-0.6338899263924661,-0.16156893254075688,0.2995777899302612,-0.012268171354672801,2.5369227035504753
"i sang a little bird <br>beneath the moon , <br>and the wind has a rose on the shore , <br>and the eye of the sun in the sky ,",0.6409987019860024,0.6409987019860024,-0.08198959018515087,-2.9096846710888222,0.22193153721527162,2.7197447962464243,-2.484296381204242,-0.6925642770377065,-2.1557388411670217,-0.4283054276156467,1.7972286705059928
"the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and",-2.4362096375272184,-2.4362096375272184,0.5777537726623262,-3.079664532711227,-1.5920296360954391,-0.5485730614174256,-0.07377610682830803,1.4249151754377107,-1.0444726445883987,1.9220717987970537,-0.36899460187411554
"as you forgot i may forget ,<br>when summer dews cease to be wet .<br>when whippoorwills disdain the night ,<br>when sun and moon are no more bright ,<br>and all the stars at midnight set .",0.057520909852460646,0.057520909852460646,-0.008650533684454327,-2.2391032155252444,-1.1869833539019994,1.3132533103791426,-1.8716060063409068,0.9431371412698132,-0.5130877970731533,-0.11994520769201711,0.2976535425947535
"they are not dead , nor thousands of death ; <br>‘ tis not that the earth is not there . <br>then the same gray fox <br>that cannot be done .",-0.9655306831479739,-0.9655306831479739,0.552075441401826,-2.464967723461306,-0.5986557558934684,2.250670346803898,-2.7964643924386605,-0.8190428559621502,-0.9997986921945673,-0.2848697306237789,-1.4522509383388231
"a smoky rock had hung so sternly low<br>and silent, on this towering vale below<br>the forest in track on the natal shore<br>his accents fell, an angel was before",-0.31015828829166175,-0.31015828829166175,1.064304641129254,-0.5894416298226596,-2.656449326672102,2.9048041900236146,-0.5528574507984859,-0.29707753101749684,-0.44804009062015276,0.26351999347916055,1.0201615702054052
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest and sun",-1.8227550913670043,-1.8227550913670043,1.768492520220353,-1.5348128873137463,-2.5334392991704413,0.6333965514589445,0.0016008787901508352,-1.637388186746106,-0.07637263400022819,0.786652561276368,-0.5952191742429849
"but i advise against resistance. we,<br>the chosen ones of heaven must have kiss.<br>the children must obey and never see,<br>remember nothing. only heaven knows.<br>remember only that, remember. we,<br>however many people suffer blows,<br>believe that only heaven judges me.<br>remember also that the very fact,<br>whoever judges, judges, judges) act.",-1.3799111440986367,-1.3799111440986367,1.2942885041375576,-0.5100418056628703,-1.9467807927602714,1.1402515059422538,2.9391655792006417,-2.0852304486293685,-1.0332551075608143,1.3559539388955897,0.5040275342635114
"references : masson 's life and times of john milton ; milton<br>( classical writers ) , by stopford brooke ; milton ( english men of<br>letters ) , by mark pattison ; macaulay 's essay on milton ; de quincey ,<br>milton vs. southey and landor ; coleridge 's literary remains ;<br>johnson 's lives of the poets ; hazlitt 's english poets .",-1.3954391301163596,-1.3954391301163596,-0.10463177701349666,-3.286060720246165,-4.3840822446721,0.9382675250242325,-0.19686555187622012,-0.7414273944187769,-2.555777092946716,-0.8628677183059535,-1.29250508940849
"where will-o ’ - the-wisps and glow-worms shine ,<br>in bulrush and in brake ;<br>where waving mosses shroud the pine ,<br>and the cedar grows , and the poisonous vine<br>is spotted like the snake ;",0.10529337785914863,0.10529337785914863,0.1414386258529246,1.2775069584206877,-2.095129962566898,1.416785640410316,-0.6270545672000671,2.5079522396442724,-0.052250888282303724,0.6302449951677743,0.9190490066910637
"the castle of our desire vult, and we desire <br>we should a drink, as full, as dry, and as indeed <br>we cannot touch the tables, as indeed they are <br>the stay of queens above, and list to adventures of men <br>with flowing water and a listless store",-0.6313335982199952,-0.6313335982199952,0.14925674683775456,-0.8880511389884083,-1.5000291522990707,0.7097281117327742,-0.48904814709128747,0.7122498183243848,-0.5112749590791559,-0.020975372909183977,0.010053730352858403
"and they live by nature 's lord 's their own <br>nor know the though stretched of too short to fall <br>not blind therewith the herd for their pow'r <br>at twelve o'clock , to find them all",-0.21832588424317834,-0.21832588424317834,1.5923511467718516,0.026013339561585545,-0.3117307759457188,2.369391321638671,-1.9198136069749363,-0.6343459556099221,0.6087443543015789,-0.7975730850090376,0.8769147476058105
"the world was in its day of peril dark and glorious <br>wontian, marsepulchral, helen we were sons <br>in the lone sky and in the aisles stretch of dreams <br>but when the shades of death did not set <br>her eyes were dazzled,",-1.2902994934619354,-1.2902994934619354,1.267748781251833,-1.2726110959048669,-1.2547504881967995,1.7606174168747966,-1.4870490995213252,0.7267216125393318,0.061672878901500576,3.2149380404584607,-0.5256013419250125
"i do not ask for me a thing , <br>and i 'll be a boy , as i am here , <br>and i am weary , and my heart and soul , <br>i will not go .",1.522701921599355,1.522701921599355,1.4619976032229678,-3.525899774026127,1.7774964309935026,1.3444601492431667,1.5611356582847675,2.682244785123829,-0.040012396052135954,0.789960892557621,-0.45079529324334083
"then let us all most merry be ,<br>and sing with cheerful voice ,<br>for we have good occasion now<br>this time for to rejoice .<br>for , etc .",-3.8597707943652626,-3.8597707943652626,3.3953456719441313,-0.9459814453118496,-2.7432838457926625,2.786659997762579,0.8546898592128711,-0.39479247930252565,0.1472024027762796,0.8951209725337369,0.9709643881880712
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he who with his maker knew <br>the gorge with ferns and more desired, he",-1.976769991692404,-1.976769991692404,1.5163564873558002,-1.5030612680487307,-3.7086438323934834,0.510042360957076,0.3620217517555764,0.1852961209470884,-0.41069678300258083,0.3009913872790965,0.3187382693587156
"from the to a little boat ,<br>the dawn , the blue and real his voice ,<br>the angry widow breast ;<br>but sound brilliant voice his silly deadlier ancient do<br>thy due , and cannot save<br>if god pierce wanting , that we show ? we",-0.18250487072513405,-0.18250487072513405,1.569468140632246,1.0589812689555413,-0.5138572253584508,1.0630595212367218,0.8948618185041939,0.7315841290696933,0.5241490567093545,0.9244014452328719,1.9131556943089587
"surrounded by my greatest millionaire, <br>i hid behind this pretty small cafe ! <br>no one who ever had an empty chair ! <br>was very busy selling triple j. <br><br>and people having talent competition. <br>with fifty hundred million featuring, <br>for any famous little paris hilton ! <br>to show the world of other teams competing.",-1.4640205033829363,-1.4640205033829363,2.9309312828242047,-0.11886476971769212,-1.5148250162833854,0.8434282404059678,2.511785857132099,-0.0024100214746622024,-0.6795634077909092,1.0757791763192823,1.5533229958781563
"the castle of our desire vultures we should defend <br>and blot the modest el vines with fraternal rage <br>spread like a bessoon by the siciest women's malice rear <br>the castle snowed columns, lest it should fall <br>his ruinic heat should stain the modest air",-2.132761237968893,-2.132761237968893,1.1775264138461092,-0.7131813106503228,-1.0615127697785414,-0.3619437381734052,0.12675469860688832,-0.6205001327491507,-2.9360852795438603,1.8224484285543663,0.9647705343052946
"and next is the island-of-lullaby ,<br>and every one there rejoices .<br>the winds are only a perfumed sigh ,<br>and the birds that sing in the treetops try<br>to imitate mothers ’ voices .",0.05550285299314804,0.05550285299314804,2.7632030494013167,0.5679241698497661,0.6791934148870903,4.742855882154727,0.6917912520496657,2.5780115007744517,1.251423705346114,2.7249195374429225,0.43962885511397204
"the breed's described : now, with a merrynet <br>and a wintery bier than enough and shall be <br>in winter and in solitude ; the winter's gone <br>and the zumber is in the lily and the snow <br>here too the verdure of the gather",-1.717110574153517,-1.717110574153517,0.816788990981861,0.02969316244286318,0.11146228381082263,0.10567784553289962,-0.7732553266884056,0.5065614656387283,-0.8298089111692959,2.2711727603233656,1.2849987500909494
